number,sys_id,short_description,priority,state,assignment_group,assigned_to,opened_by,company,sys_created_on,sys_updated_on,link,age_days
INC0019928,0d1206c23b2fe610399d5d0864e45acb,For MGSIII Project when we extract the Drawing Out of Memory Error is appearring in EA DeskTop,3,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/ed09d1492b922e10dbabfdedfe91bfcf"", ""value"": ""ed09d1492b922e10dbabfdedfe91bfcf""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/877c6a66333f9e1001691fa19e5c7b92"", ""value"": ""877c6a66333f9e1001691fa19e5c7b92""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/331d06ae3b3b1e10d00f0dc5e4e45ad2"", ""value"": ""331d06ae3b3b1e10d00f0dc5e4e45ad2""}",,2025-08-25 11:13:21,2025-11-14 08:05:29,,
INC0043489,0d474fa73b343ad0ae6be524c3e45a3e,Project Wise | Login Issue ,3,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/ed3f2f5133e8ae5001691fa19e5c7ba9"", ""value"": ""ed3f2f5133e8ae5001691fa19e5c7ba9""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/84132ae2337b9e1001691fa19e5c7b21"", ""value"": ""84132ae2337b9e1001691fa19e5c7b21""}",,2025-10-31 11:20:32,2025-11-14 08:05:30,,
INC0015523,0d4d2c2d3b53eed4399d5d0864e45a69,Graphics clash report not appearing in MGCS-III project,4,1,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/d5573f7c3396e2d001691fa19e5c7b30"", ""value"": ""d5573f7c3396e2d001691fa19e5c7b30""}",,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/e5e0e6e6333b9e1001691fa19e5c7bb0"", ""value"": ""e5e0e6e6333b9e1001691fa19e5c7bb0""}",,2025-08-11 05:31:00,2025-11-14 08:05:31,,
INC0014700,0d9ead983b53e694ae6be524c3e45ae2,ServiceNow form to request Engineer Anywhere access does not seem aligned with previous instance of ServiceNow.,3,1,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/d5573f7c3396e2d001691fa19e5c7b30"", ""value"": ""d5573f7c3396e2d001691fa19e5c7b30""}",,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/3cab56aa33b79e1001691fa19e5c7b6d"", ""value"": ""3cab56aa33b79e1001691fa19e5c7b6d""}",,2025-08-07 12:59:30,2025-11-14 08:05:31,,
INC0037033,0dac26b53b603a54ae6be524c3e45aa7,External user MFA reset,3,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/1cbe2ea23b375e10d00f0dc5e4e45a11"", ""value"": ""1cbe2ea23b375e10d00f0dc5e4e45a11""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/b42c526e33b79e1001691fa19e5c7b40"", ""value"": ""b42c526e33b79e1001691fa19e5c7b40""}",,2025-10-13 12:42:38,2025-11-14 08:05:32,,
INC0022410,0dc4eee83b7fae50399d5d0864e45a0e,P3|EM|GB.ENG.Staines.1.London Road|Unable to access the site,3,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/ed3f2f5133e8ae5001691fa19e5c7ba9"", ""value"": ""ed3f2f5133e8ae5001691fa19e5c7ba9""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/91b7ae2e33bb9e1001691fa19e5c7be0"", ""value"": ""91b7ae2e33bb9e1001691fa19e5c7be0""}",,2025-09-02 08:04:58,2025-11-14 08:05:33,,
INC0045593,0dede3613b893e54399d5d0864e45a2a,"SolarWinds | P4 |APAC | CBI | Chonburi | TH | ""Port 1352"" of Application ""Port 1352 - on thsriln008 is Down",4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/e4e40aa13bf4a210d00f0dc5e4e45a6e"", ""value"": ""e4e40aa13bf4a210d00f0dc5e4e45a6e""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/a85e26ee333f9e1001691fa19e5c7bd8"", ""value"": ""a85e26ee333f9e1001691fa19e5c7bd8""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/a85e26ee333f9e1001691fa19e5c7bd8"", ""value"": ""a85e26ee333f9e1001691fa19e5c7bd8""}",,2025-11-06 19:17:12,2025-11-14 08:05:34,,
INC0046045,0e3756d63bc1be54ae6be524c3e45ae1,SolarWinds |P4| EMEA | UKLD5 | Slough | UK | Multiple nterface Utilization Alertat  | UKLD5 | Slough | UK,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/e4e40aa13bf4a210d00f0dc5e4e45a6e"", ""value"": ""e4e40aa13bf4a210d00f0dc5e4e45a6e""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/7fbe62e23b375e10d00f0dc5e4e45a12"", ""value"": ""7fbe62e23b375e10d00f0dc5e4e45a12""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/7fbe62e23b375e10d00f0dc5e4e45a12"", ""value"": ""7fbe62e23b375e10d00f0dc5e4e45a12""}",,2025-11-08 20:55:35,2025-11-14 08:05:35,,
INC0024403,0e5ec66a3bf36650399d5d0864e45a41,Don't have my buyer's rights,3,1,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/81aa0c4f3b022e10d00f0dc5e4e45aa6"", ""value"": ""81aa0c4f3b022e10d00f0dc5e4e45aa6""}",,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/1813d6aa33f39e1001691fa19e5c7b29"", ""value"": ""1813d6aa33f39e1001691fa19e5c7b29""}",,2025-09-08 11:33:32,2025-11-14 08:05:35,,
INC0036544,0f2af7dd3b68b254ae6be524c3e45aef,P4|EM|Saudi Arabia|Monitor |The user is requesting a monitor replacement.,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/645e2e223b375e10d00f0dc5e4e45aed"", ""value"": ""645e2e223b375e10d00f0dc5e4e45aed""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/0b996ea633fb9e1001691fa19e5c7b29"", ""value"": ""0b996ea633fb9e1001691fa19e5c7b29""}",,2025-10-12 05:11:25,2025-11-14 08:05:37,,
INC0045233,0f4be1e53b41b254ae6be524c3e45a19,Cannot access / recover word file over citrix,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/a85e6e223b375e10d00f0dc5e4e45ad9"", ""value"": ""a85e6e223b375e10d00f0dc5e4e45ad9""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/7da8d3fd3bec3a54ae6be524c3e45ac1"", ""value"": ""7da8d3fd3bec3a54ae6be524c3e45ac1""}",,2025-11-06 09:50:22,2025-11-14 08:05:38,,
INC0045727,0f7316fd3b45be54399d5d0864e45ae7,Windows 11 USB exception Failed - Ref. RITM0078142,3,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/30aee6a23b375e10d00f0dc5e4e45afd"", ""value"": ""30aee6a23b375e10d00f0dc5e4e45afd""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/48d396ae33f39e1001691fa19e5c7b77"", ""value"": ""48d396ae33f39e1001691fa19e5c7b77""}",,2025-11-07 07:24:34,2025-11-14 08:05:38,,
INC0045281,0fd416a13b45f254ae6be524c3e45a42,Always opens all files previously opened,3,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/a85e6e223b375e10d00f0dc5e4e45ad9"", ""value"": ""a85e6e223b375e10d00f0dc5e4e45ad9""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/bf2cc22633739e1001691fa19e5c7be0"", ""value"": ""bf2cc22633739e1001691fa19e5c7be0""}",,2025-11-06 12:49:12,2025-11-14 08:05:39,,
INC0043464,0ff33aa73b70bed0399d5d0864e45ae4,DocuSign Moving to Azure,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/c28ea622337f9e1001691fa19e5c7bad"", ""value"": ""c28ea622337f9e1001691fa19e5c7bad""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/4a72d2e633f39e1001691fa19e5c7b6b"", ""value"": ""4a72d2e633f39e1001691fa19e5c7b6b""}",,2025-10-31 10:00:53,2025-11-14 08:05:40,,
INC0045674,109f9d313b0db654ae6be524c3e45a6c,"""Read-only"" access when opening*.pdf files.",3,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/cfce26e23b375e10d00f0dc5e4e45adc"", ""value"": ""cfce26e23b375e10d00f0dc5e4e45adc""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/ea62aeee333b9e1001691fa19e5c7bc0"", ""value"": ""ea62aeee333b9e1001691fa19e5c7bc0""}",,2025-11-07 03:35:26,2025-11-14 08:05:41,,
INC0020228,11a886d23b2f2a10ae6be524c3e45af8,"I am not receiving email from Gilmartin, Ken",4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/cfce26e23b375e10d00f0dc5e4e45adc"", ""value"": ""cfce26e23b375e10d00f0dc5e4e45adc""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/cfce26e23b375e10d00f0dc5e4e45adc"", ""value"": ""cfce26e23b375e10d00f0dc5e4e45adc""}",,2025-08-26 06:13:05,2025-11-14 08:05:42,,
INC0045644,1210e8bd3b417e54399d5d0864e45aa7,SolarWinds Alert | P4 | APAC | POM02 | Port Moresby | Papua New Guinea | Node Down Alert: a-pgpom-hid-s-acc-01 has changed state to Down at POM02,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/e4e40aa13bf4a210d00f0dc5e4e45a6e"", ""value"": ""e4e40aa13bf4a210d00f0dc5e4e45a6e""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/a85e26ee333f9e1001691fa19e5c7bd8"", ""value"": ""a85e26ee333f9e1001691fa19e5c7bd8""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/a85e26ee333f9e1001691fa19e5c7bd8"", ""value"": ""a85e26ee333f9e1001691fa19e5c7bd8""}",,2025-11-06 22:54:44,2025-11-14 08:05:43,,
INC0045962,12852ece3b8dfa54ae6be524c3e45a2b,Solarwinds Alert| P4| Data Store Latency Alert: edc01-vh33_vmfslocal3_t3_Backup Latency Reached 217.93 ms,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/e4e40aa13bf4a210d00f0dc5e4e45a6e"", ""value"": ""e4e40aa13bf4a210d00f0dc5e4e45a6e""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/1ede6ae23b375e10d00f0dc5e4e45a48"", ""value"": ""1ede6ae23b375e10d00f0dc5e4e45a48""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/1ede6ae23b375e10d00f0dc5e4e45a48"", ""value"": ""1ede6ae23b375e10d00f0dc5e4e45a48""}",,2025-11-08 03:16:19,2025-11-14 08:05:44,,
INC0043322,12f4f8a73b703ed0399d5d0864e45a28,SolarWinds alert|P4|EMEA | ABZ44 | Aberdeen | GB~Disk Utilization Alert: C:\ Label:  Serial Number D6415850 on EP-APP-WGKADI-1 has reached to 90 %.,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/e4e40aa13bf4a210d00f0dc5e4e45a6e"", ""value"": ""e4e40aa13bf4a210d00f0dc5e4e45a6e""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/cbceea62337f9e1001691fa19e5c7b46"", ""value"": ""cbceea62337f9e1001691fa19e5c7b46""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/cbceea62337f9e1001691fa19e5c7b46"", ""value"": ""cbceea62337f9e1001691fa19e5c7b46""}",,2025-10-31 00:40:41,2025-11-14 08:05:45,,
INC0045194,134515293b817254ae6be524c3e45a4d,2020 version not install properly,3,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/cfce26e23b375e10d00f0dc5e4e45adc"", ""value"": ""cfce26e23b375e10d00f0dc5e4e45adc""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/a86992a23b7f1e10d00f0dc5e4e45a48"", ""value"": ""a86992a23b7f1e10d00f0dc5e4e45a48""}",,2025-11-06 08:08:28,2025-11-14 08:05:46,,
INC0045198,135811613b057254ae6be524c3e45a10,MS Office 365 |Unable to open Outlook via application,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/22de6ae23b375e10d00f0dc5e4e45ade"", ""value"": ""22de6ae23b375e10d00f0dc5e4e45ade""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/8449626633fb9e1001691fa19e5c7b46"", ""value"": ""8449626633fb9e1001691fa19e5c7b46""}",,2025-11-06 08:22:26,2025-11-14 08:05:47,,
INC0038633,15be1eb63b647610ae6be524c3e45a91,System build is taking unusually long—currently over 4 hours!!,3,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/1cbe2ea23b375e10d00f0dc5e4e45a11"", ""value"": ""1cbe2ea23b375e10d00f0dc5e4e45a11""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/f716deee3bfb1e10d00f0dc5e4e45a50"", ""value"": ""f716deee3bfb1e10d00f0dc5e4e45a50""}",,2025-10-16 14:37:58,2025-11-14 08:05:50,,
INC0023046,168361413b372610399d5d0864e45a30,"I cant edit files, i think is something about the license",4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/d870ca693bb4a210d00f0dc5e4e45a89"", ""value"": ""d870ca693bb4a210d00f0dc5e4e45a89""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/46adca2e33739e1001691fa19e5c7b2f"", ""value"": ""46adca2e33739e1001691fa19e5c7b2f""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/70e7e95e3bd72e10399d5d0864e45a4f"", ""value"": ""70e7e95e3bd72e10399d5d0864e45a4f""}",,2025-09-03 16:38:43,2025-11-14 08:05:51,,
INC0037567,169f23423b6cfad4399d5d0864e45a18,unable to download invoices from azolve,3,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/08d472c433502a1001691fa19e5c7b88"", ""value"": ""08d472c433502a1001691fa19e5c7b88""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/dd312a2e3bff1e10d00f0dc5e4e45a45"", ""value"": ""dd312a2e3bff1e10d00f0dc5e4e45a45""}",,2025-10-14 12:19:09,2025-11-14 08:05:52,,
INC0039888,16d05ca43b30ba10399d5d0864e45a25,Unable to install,3,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/08d472c433502a1001691fa19e5c7b88"", ""value"": ""08d472c433502a1001691fa19e5c7b88""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/a5dbd6ea33b79e1001691fa19e5c7b99"", ""value"": ""a5dbd6ea33b79e1001691fa19e5c7b99""}",,2025-10-21 14:29:31,2025-11-14 08:05:53,,
INC0036726,16f551b13ba0f2d4399d5d0864e45a4f,Weight Volume Library appcrashes when a project filter is selected,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/ba9c2fad3bdc7690ae6be524c3e45a27"", ""value"": ""ba9c2fad3bdc7690ae6be524c3e45a27""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/b29dc62e33739e1001691fa19e5c7b0e"", ""value"": ""b29dc62e33739e1001691fa19e5c7b0e""}",,2025-10-13 06:19:02,2025-11-14 08:05:54,,
INC0034600,176ddba73b58fad0ae6be524c3e45a12,My SAP2000 Version 2026 does not work,3,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/f67eaa623b375e10d00f0dc5e4e45a0b"", ""value"": ""f67eaa623b375e10d00f0dc5e4e45a0b""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/0929522e33779e1001691fa19e5c7bdc"", ""value"": ""0929522e33779e1001691fa19e5c7bdc""}",,2025-10-06 16:25:58,2025-11-14 08:05:55,,
INC0044529,17719f703b457e14399d5d0864e45a71,Lost Server Access EVERYDAY,3,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/494e2a223b375e10d00f0dc5e4e45ad8"", ""value"": ""494e2a223b375e10d00f0dc5e4e45ad8""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/645256ea3bbb1e10d00f0dc5e4e45ad1"", ""value"": ""645256ea3bbb1e10d00f0dc5e4e45ad1""}",,2025-11-04 09:15:48,2025-11-14 08:05:56,,
INC0044590,17cea7b83b05be14399d5d0864e45a38,Solarwinds Alert| P4| NCSA | MTY | San Pedro Garza Garcia | MX | Disk Utilization Alert: D:\ Label:  Serial Number 0ACE5878 on PWFWNAE has reached to 92 % ,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/e4e40aa13bf4a210d00f0dc5e4e45a6e"", ""value"": ""e4e40aa13bf4a210d00f0dc5e4e45a6e""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/1ede6ae23b375e10d00f0dc5e4e45a48"", ""value"": ""1ede6ae23b375e10d00f0dc5e4e45a48""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/1ede6ae23b375e10d00f0dc5e4e45a48"", ""value"": ""1ede6ae23b375e10d00f0dc5e4e45a48""}",,2025-11-04 11:24:07,2025-11-14 08:05:57,,
INC0036132,182497743b2cba94399d5d0864e45af2,"new version, cannot find toolsets",3,3,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/d870ca693bb4a210d00f0dc5e4e45a89"", ""value"": ""d870ca693bb4a210d00f0dc5e4e45a89""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/46adca2e33739e1001691fa19e5c7b2f"", ""value"": ""46adca2e33739e1001691fa19e5c7b2f""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/cbd1aeee3bff1e10d00f0dc5e4e45ae1"", ""value"": ""cbd1aeee3bff1e10d00f0dc5e4e45ae1""}",,2025-10-10 12:57:04,2025-11-14 08:05:58,,
INC0044071,18e69ee03b813a14399d5d0864e45acf,"Not able to connect to VPN, open outlook etc",3,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/959ee2a23b375e10d00f0dc5e4e45a08"", ""value"": ""959ee2a23b375e10d00f0dc5e4e45a08""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/a7682e2233fb9e1001691fa19e5c7b17"", ""value"": ""a7682e2233fb9e1001691fa19e5c7b17""}",,2025-11-03 10:21:41,2025-11-14 08:05:58,,
INC0045818,194b9bf53bc57a54ae6be524c3e45a73,Please activate license for Foundation Design Suite 2024R3,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/421b4ade3b406290d00f0dc5e4e45aca"", ""value"": ""421b4ade3b406290d00f0dc5e4e45aca""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/d4bea262337f9e1001691fa19e5c7b24"", ""value"": ""d4bea262337f9e1001691fa19e5c7b24""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/70691a6e33779e1001691fa19e5c7b5b"", ""value"": ""70691a6e33779e1001691fa19e5c7b5b""}",,2025-11-07 12:34:19,2025-11-14 08:05:59,,
INC0014292,197df4c83b576e94399d5d0864e45a3f,Not Calculating Taxes,3,1,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/81aa0c4f3b022e10d00f0dc5e4e45aa6"", ""value"": ""81aa0c4f3b022e10d00f0dc5e4e45aa6""}",,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/1813d6aa33f39e1001691fa19e5c7b29"", ""value"": ""1813d6aa33f39e1001691fa19e5c7b29""}",,2025-08-06 14:51:54,2025-11-14 08:06:00,,
INC0045158,19a6ec653bc9f654399d5d0864e45ab7,SolarWinds Alert | P4 |Location: NCSA | SGO1 | Providencia |Disk Utilization Alert: F:\ Label:New Volume  Serial Number 326903F3 on sgo1-db1 has reached to 95 %,4,2,"{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user_group/e4e40aa13bf4a210d00f0dc5e4e45a6e"", ""value"": ""e4e40aa13bf4a210d00f0dc5e4e45a6e""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/186e6aee333f9e1001691fa19e5c7b9b"", ""value"": ""186e6aee333f9e1001691fa19e5c7b9b""}","{""link"": ""https://woodplcdev.service-now.com/api/now/table/sys_user/186e6aee333f9e1001691fa19e5c7b9b"", ""value"": ""186e6aee333f9e1001691fa19e5c7b9b""}",,2025-11-06 04:45:45,2025-11-14 08:06:01,,
